"id","created_at","updated_at","name","type","address","description","vc_segment","barangay_id","data_source","municipality_id"
"97","2022-01-11 10:35:04","2022-01-19 21:47:22","Decolores Brothers","organization","City of Tacloban (Capital), Leyte","Contact Person: Mario Rodrigo;
Type: Trader/Broker; 
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1004"
"98","2022-01-11 10:38:27","2022-01-19 21:47:46","R.L. Fish Broker","organization","City of Catbalogan (Capital), Samar","Contact Person: Rosario Original;
Contact Number: 09177147033;
Business Registration Number: DTI 01937134 and                         BIR 180-470-036-000; 
Type: Trader/Broker;
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"99","2022-01-11 10:42:21","2022-01-19 21:48:09","Fidel Fish Broker","organization","City of Catbalogan (Capital), Samar","Contact Person: Fidel Papuran; 
Business Registration Number: DTI 04392563 and                              BIR 932-548-653;
Type: Trader/Broker;
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"100","2022-01-11 10:45:48","2022-01-19 21:46:54","GL Fish Broker","organization","City of Catbalogan (Capital), Samar","Contact Person: Gregorio Latorre; 
Contact Number: 09394496143 or 09355656051;
Business Registration Number: DTI 04637054 and                                    BIR 426-697-518-000; 
Type: Trader/Broker
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"101","2022-01-11 10:51:07","2022-01-19 21:39:46","Renato U. Haylo Fish Broker","organization","City of Catbalogan (Capital), Samar","Contact Person: Renato Haylo;
Contact Number: 09286545628;
Business Registration Number: DTI 03207206 and                                   BIR 932-592-472;
Type: Trader/Broker;
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"102","2022-01-11 22:43:35","2022-01-19 21:39:20","DJ Fish Dealer","organization","City of Catbalogan (Capital), Samar","Contact Person: Olivia Panican; 
Contact Number:  09186024383;
Business Registration Number: DTI 04506369 and                         BIR 276-235-993; 
Type: Trader/Fish Dealer; 
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"103","2022-01-11 22:45:33","2022-01-19 21:38:50","EA Fish Dealer","organization","City of Catbalogan (Capital), Samar","Contact Person: Edgar Arcales;
Contact Number: 09287551960;
Type: Fish Dealer; 
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"104","2022-01-11 22:47:22","2022-01-19 21:35:13","WD Fish Dealer","organization","City of Catbalogan (Capital), Samar","Contact Person: Winifredo Dacallos; 
Contact Number: 09085585777; 
Type: Fish Dealer; 
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"105","2022-01-11 22:49:21","2022-01-19 21:31:05","Bayaw Fish Dealer","organization","City of Catbalogan (Capital), Samar","Contact Person: Jason Romana; 
Business Registration Number: DTI 03721769; 
Type: Fish Dealer; 
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"106","2022-01-11 22:52:07","2022-01-19 21:30:33","Ricky Fish Dealer","organization","City of Catbalogan (Capital), Samar","Contact Person: Carina Papuran; 
Business Registration Number: DTI 04392621 and             
BIR 914-856-217; 
Type: Fish Dealer;
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"107","2022-01-11 22:58:39","2022-01-19 21:30:12","G.A. Bolok","organization","City of Catbalogan (Capital), Samar","Contact Person: Amelina Labor Bolok; 
Contact Number: 09568828997;
Email Address: laborame@gmail.com;
Business Registration Number: DTI 03548564 and                               BIR 270-972-333-000; 
Type: Trader; 
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"108","2022-01-11 23:02:28","2022-01-19 21:29:48","Jocelyn Dried Fish","organization","City of Catbalogan (Capital), Samar","Contact Person: Jocelyn Milla Jacob; 
Contact Number: 09508007739;
Business Registration Number: DTI 05359794 and                                   BIR 700-312-608-000; 
Type: Trader/Seller; 
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"109","2022-01-11 23:12:30","2022-01-19 21:28:10","Mely Store","organization","City of Catbalogan (Capital), Samar","Contact Person: Mely Villamor; 
Contact Number: 09482294546;
Business Registration Number: DTI 05591539 and                                                    BIR 921-707-243-002; 
Type: Trader/Seller; 
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"110","2022-01-11 23:15:06","2022-01-19 21:27:51","Patoy Catbalogan Fish Drying","organization","City of Catbalogan (Capital), Samar","Contact Person: Alejandro Sabarre, Jr.; 
Contact Number: 09154148603;
Business Registration Number: DTI, BIR, Sanitary Permit, Mayor's Permit; 
Type: Trader/Seller;
Service Units for Trading: Trucks","trader",NULL,"BFAR Regional Office VIII","1037"
"111","2022-01-11 23:17:58","2022-01-17 22:50:16","Angel Amores Dried Fish Store","organization","Guiuan, Eastern Samar","Contact Person: Mary Jane Necosia;
Contact Number: 09974218586;
Business Registration Number: SEC CS200607657,                                                                                       BIR 245-410-447-001, and                                       Business Permit 259; 
Type: Consolidator;
Service Units for Trading: PUV","trader",NULL,"BFAR Regional Office VIII","951"
"112","2022-01-19 22:36:30","2022-02-09 11:41:42","Association of Tagpuro Farmers United for Progress","organization","Barangay 108, City of Tacloban (Capital), Leyte","DOLE Registration Number: RO800-NLFO-13-03-RWA-424;
Number of Members: 120;
Year Organized: 2013; 
Address: Barangay Tagpuro;
Name of President: Christopher Dela Cruz;
Contact Number: 09971922028;
Status of the Association: Active;
Land Area: 179 ha.","producer","26690","Tacloban LGU City Agriculturist's Office","1004"
"113","2022-01-19 23:17:57","2022-01-19 23:17:57","Sto. Niño Integrated Farmers Association","organization","Barangay 106, City of Tacloban (Capital), Leyte","DOLE Registration Number: RO800-NLFO-15-01-RWA-267; 
Number of Members: 24;
Year Organized: 2015;
Name of President: Dominador R. Homerez, Jr;
Contact Number: 09066266272;
Status of the Association: Active;
Land Area: 163.8 ha","producer","26688","Tacloban LGU Municipal Agriculturist's Office","1004"
"114","2022-01-24 08:42:56","2022-01-24 08:42:56","Association of GE Palanog Farmers Integrated for Development","organization","Barangay 12, City of Tacloban (Capital), Leyte","Name of President: Helario A. Pirante; 
Contact Number: 09067760627/09751531209;
Number of Members: 25
DOLE Registration Number: RO800-NLFO-15-03-RWA-303; 
Year Organized: 2015;
Land Area: 31 ha.;
Status of Association: Active","producer","26691","Tacloban LGU City Agriculturist's Office","1004"
"115","2022-01-24 08:47:23","2022-01-24 08:47:23","Association of Palanog 37-A Farmers Integrated for Advancement","organization","Barangay 37-A, City of Tacloban (Capital), Leyte","Name of President: Rogelia Ayon;
Number of Members: 38;
Status: Active; 
DOLE Registration Number: RO800-NLFO-15-03-RWA-302; 
Year Organized: 2015; 
Production Area: 21 ha.","producer","26719","Tacloban LGU Municipal Agriculturist's Office","1004"
"116","2022-01-24 08:51:23","2022-01-24 08:51:23","Caibaan Farmers Livelihood Association","organization","Barangay 95-A, City of Tacloban (Capital), Leyte","Number of Members: 40; Status: Active; DOLE Registration Number: RO800-NLFO-08-06-RWA___; Year Organized: 2008; Production Area: 16 ha.","producer","26807","Tacloban LGU City Agriculturist's Office","1004"
"117","2022-01-24 08:55:12","2022-01-24 08:55:12","Palanog Farmers Beneficiaries Association","organization","Barangay 103, City of Tacloban (Capital), Leyte","President: Wilson T. Dupa; Contact Number: 09474598791; Number of Members: 60; Status: Active; DOLE Registration Number: RO800-NLFO-10-11-RWA-185; Year Organized: 2010; Production Area: 483.56 ha.","producer","26684","Tacloban LGU City Agriculturist's Office","1004"
"118","2022-01-24 09:00:51","2022-01-24 09:00:51","Barangay 90 Fisherfolks Association","organization","Barangay 90, City of Tacloban (Capital), Leyte","President: Jingjing Caganon; Contact Number: 09494570688; Status: Active; DOLE Registration Number: DOLE-Registered; Production Area: 270 cu.m.","producer","26780","Tacloban LGU City Agriculturist's Office","1004"
"119","2022-01-24 09:03:44","2022-01-24 09:03:44","Kadiwa Fisherfolks Association","organization","Barangay 52, City of Tacloban (Capital), Leyte","President: Dante Soriano; Contact Number: 09366033848; Number of Members: 33; Status: Active; DOLE Registration Number: R0800-NLFO-14-11-RWA-168; Year Organized: 2014; Production Area: 1,350 cu. m.","producer","26739","Tacloban LGU City Agriculturist's Office","1004"
"120","2022-01-24 09:08:39","2022-01-24 09:08:39","Maligaya Agri-Business Association","organization","Jiabong, Samar","President: Oscar Acotim; Contact Number: 09385591939; Status: Active; Registration Number: Food safety accreditation/registration:
1. FDA-LTO;
2. HACCP/GMP/SSOP certification;
3. Product shelflife;
4. Nutrifacts;
DOLE Registered, DTI Registered, Mayor's Business Permit; Year Organized: 2012","processor",NULL,"BFAR Regional Office VIII
Maligaya Agri-Business Facebook Page: https://www.facebook.com/Maligaya-Agri-Business-Association-172700116616669/","1041"
"121","2022-01-24 09:20:52","2022-01-24 09:21:38","Super JJED Food Processing","individual","Jiabong, Samar","Proprietor: Danilo G. Gabin; Contact Number; 09356195705/09215360492/danilo_gabin@yahoo.com; Status: Active; Registration Number: FDA Approved (FDA-LTO CFRR-RVIII-FM-1168)","processor",NULL,"BFAR Regional Office VIII
Super JJED Food Processing FB Page: https://www.facebook.com/superjjed2003/","1041"
"122","2022-01-31 15:00:20","2022-02-03 10:04:17","Carmela Food Product","organization","Jiabong, Samar","Status of the Association: Active; Registration Number: Food safety accreditation/registration:
1. FDA-LTO
2. HACCP/GMP/SSOP certification;","processor",NULL,"BFAR Regional Office VIII
Carmela Food Product Facebook Page: Jiabong, Samar
https://www.facebook.com/Carmela-Food-Product-1063466927034642/","1041"
"123","2022-01-31 15:02:42","2022-01-31 15:02:42","MLS Tahong Food Products","individual","Jiabong, Samar","Status of the Association: Active; Registration Number: Food safety accreditation/registration:
1. FDA-LTO
2. HACCP/GMP/SSOP certification","processor",NULL,"BFAR Regional Office VIII","1041"
"124","2022-01-31 15:05:26","2022-01-31 15:05:26","Motiong Women's Association","individual","Motiong, Samar","Name of President: Elisa Pelagio; Contact Number; 09973151417; Registration: DOLE Registered, DTI Registered, Mayor's Business Permit","processor",NULL,"BFAR Regional Office VIII
Motion Women's Organization Facebook Page: https://www.facebook.com/Motiong-Womens-Association-100894372090000/","1044"
"125","2022-02-03 10:11:09","2022-02-08 19:48:20","Barangay San Isidro Integrated Farmers' Association","organization","Barangay 105, City of Tacloban (Capital), Leyte","President: Cesar M. Mamites; Contact Number: 09067760127; Number of Members: 17; Status of the Association: Year Organized: 2015; Active; DOLE Registration Number: RO800-NLFO-15-03-RWA-304; Production Area: 69.23 ha","producer","26687","Tacloban LGU City Agriculturist's Office","1004"
"126","2022-02-03 10:15:16","2022-02-03 10:15:16","Bagacay Integrated Farmers' Association","organization","Barangay 93, City of Tacloban (Capital), Leyte","President: Diosdado Yu; Contact Number: 09755361741; Number of Members: 19; Status of the Association: Active; DOLE Registration Number: RO800-NLFO-15-01-RWA-261; Year Organized: 2015; Production Area: 109.8 ha","producer","26783","Tacloban LGU City Agriculturist's Office","1004"
"127","2022-02-03 10:22:42","2022-02-03 10:22:42","Cabalawan Integrated Farmers' Association","organization","Barangay 97, City of Tacloban (Capital), Leyte","President: Melbeth P. Monreal; Contact Number: 09957965090; Status: Active; DOLE Registration Number: RO800-NLFO-14-10-RWA-161; Number of Members: 24; Year Organized: 2014; Production Area: 61 ha","producer","26787","Tacloban LGU City Agriculturist's Office","1004"
"128","2022-02-03 10:26:11","2022-02-09 11:44:04","Nagkaorosa San Roque Farmers Association","organization","Barangay 100, City of Tacloban (Capital), Leyte","President: Marciano A. Homeres, Jr.; Contact Number:	09687671123; Status: Active; Production Area: 431.12 ha; DOLE Registration Number: RO800-NLFO-11-11-RWA-239; Number of Members: 87; Year Organized: 2011","producer","26681","Tacloban LGU City Agriculturist's Office","1004"
